,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.019232036850082294,0.014321384926405353,0.03189494856259882,0.018516815439007805
1,3,0.0272023537538803,0.020010415936871685,0.0446622115888381,0.025840976165572523
2,6,0.03215849833787035,0.02370254053807091,0.05237053475132058,0.030435995076582668
3,9,0.036573187522270637,0.02706506330722165,0.059154950673365195,0.0345902674848084
4,12,0.03858318528222761,0.028703425157440256,0.06289271096140427,0.0367461818357112
5,15,0.04151167314373527,0.03059224694410106,0.06749754962220664,0.03921546547540947
6,18,0.043159377742542214,0.03208058863202345,0.07025070788343397,0.04099888980643166
7,21,0.044108914731086475,0.03292100696980588,0.07204726408122818,0.04215592111686003
8,24,0.0460001875487382,0.03396596894865837,0.07434512157368532,0.04332930993628989
9,27,0.04705820656085041,0.03487211391209541,0.075916880765469,0.04443260052151383
10,30,0.04805168200850382,0.03576936101868786,0.07768146522040686,0.04557491352087236
11,33,0.049214194700949045,0.03651764035392283,0.07961689230057942,0.046552395687947445
12,36,0.050095673061336964,0.037082068417764624,0.08085063593729996,0.04723474987638143
13,39,0.05070841167242375,0.037721033774572386,0.08209739384943843,0.04805948847294293
14,42,0.05134481228855017,0.03829768974036832,0.08309431972642926,0.04876852423657441
15,45,0.052262851331474194,0.03877368718490527,0.08425779570261191,0.049308546184870385
16,48,0.053054678188865806,0.039248533514085374,0.08529034498641373,0.049878393038512735
17,51,0.05407695367626755,0.03986828124887077,0.08641016072370913,0.05053010300094827
18,54,0.05400423106895117,0.04004481697270169,0.08687711329263637,0.050925045868314665
19,57,0.05483135139146967,0.04073789129260856,0.08810535553643382,0.0517454667778732
20,60,0.05510164165469054,0.040854184288634694,0.08847276747934939,0.05188726087017522
21,63,0.05595013792506023,0.04144233870399972,0.08931909500851976,0.05249237677432678
22,66,0.05666017843552447,0.041917766058896064,0.09046706468623819,0.05309303293128074
23,69,0.05707773193330097,0.042305588697702644,0.0912768644787189,0.05361596541368948
24,72,0.0574279430094964,0.04271596634455393,0.09116694358745839,0.053883119113706045
25,75,0.057718735111666974,0.0426965305187494,0.09233569782416572,0.05411150312427437
26,78,0.0583193859473041,0.04312623593987716,0.0924793497055834,0.054409612880569724
27,81,0.05879653813315614,0.04348722074455446,0.09301092492583117,0.054833674345236595
28,84,0.058715589081274125,0.04373438118472849,0.0936012051382877,0.05525968813708167
29,87,0.05916807585132338,0.044044047999766106,0.09425858191701623,0.055676977837851555
30,90,0.059650449626229,0.044223391393940166,0.09474490162296553,0.055829737191817615
31,93,0.05956640172749705,0.044296700549550615,0.09514804692963187,0.056040390828924244
32,96,0.05938719862848321,0.044290722604989785,0.09534922832814086,0.05615134032497085
33,99,0.059911313885392614,0.04445749922853864,0.0957923180576936,0.05633169424003955
34,102,0.06015224793866685,0.04450931926903213,0.09614039213538579,0.056430270661373315
35,105,0.06070490901838538,0.04488520293367309,0.09685116945827389,0.0568078229417122
36,108,0.060897413774521125,0.04507467116988404,0.09669191606345678,0.05691136210599803
37,111,0.0612202279426545,0.04531026028353627,0.09701279952080515,0.057106601166983635
38,114,0.06085657606455607,0.045102748043288496,0.09721275204312593,0.05712023616593579
39,117,0.06077401081393048,0.04517697366771028,0.09754935703909573,0.057320619668491744
40,120,0.061260294757238036,0.0455725628809841,0.09777254799472705,0.05764004683198427
41,123,0.06135699458203092,0.0457688064295544,0.0987273896407886,0.058087792401824656
42,126,0.061245487263877,0.045723824174935944,0.09825801033648468,0.05797064211274479
43,129,0.061605381164765306,0.04575750596982151,0.09847276889841572,0.057975636282231076
44,132,0.06176678914574241,0.04586903255642145,0.09883948612202892,0.058096142191184696
45,135,0.06217705318167587,0.04618626235863353,0.09926138959839759,0.0584084496864219
46,138,0.06213830083510585,0.046124785299724386,0.09973440934198582,0.05855974661326099
47,141,0.062303456179589066,0.04627618613213402,0.09991546072448085,0.05869095537820606
48,144,0.0624798701158171,0.046456361016111655,0.1000434553986657,0.05883897574290829
49,147,0.0629019718641731,0.04666780506450593,0.1002639853350266,0.05905092924908658
50,150,0.06319834283884558,0.04687142023551032,0.10025355646779269,0.05913768304228531
51,153,0.06303877272166516,0.046735408236959805,0.10097843759144226,0.05930815003982565
52,156,0.06359648199017706,0.04724446001441447,0.10085227401607298,0.05958388304342505
53,159,0.06374818707705758,0.04723410266646652,0.10152356941849434,0.05969429588743278
54,162,0.06409050434813571,0.04730736423329462,0.1021140461874803,0.05985987616267961
55,165,0.06387459186542918,0.047448107607452515,0.1016562225391979,0.05992552304073865
56,168,0.06400458231441412,0.04756530364992112,0.10163904364169245,0.059993169170508474
57,171,0.06374731386280624,0.04749575814944132,0.10186365705943279,0.06007128304959855
58,174,0.06378614318954988,0.047657324984515734,0.10186040793080621,0.06019675859064979
59,177,0.0640562487308679,0.047657602897306556,0.1022151323568924,0.06028819190170545
60,180,0.06409216778376574,0.04761910784482222,0.10261395193581782,0.060309329521372024
61,183,0.06436371569684,0.04764721205511844,0.10243798651212377,0.06023330400666857
62,186,0.06450824680753653,0.047946231833044306,0.10287664002049313,0.06057732096422904
63,189,0.06424175863645269,0.047785081931452256,0.10280110543754388,0.0605076158163385
64,192,0.06446043856827856,0.04775329969612604,0.10264636244637149,0.060362928017719863
65,195,0.06450717438359065,0.04801890554819986,0.10278846056228783,0.0606975903930111
66,198,0.0646368621315958,0.04804371390579248,0.10292938770485606,0.060719689692192186
67,Final,0.06460736850259763,0.04790734135278487,0.10261049274969143,0.060509396082820924
