,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.04565670198793681,0.03907105077150595,0.07731678207291875,0.0507539260163564
1,3,0.055053612761364355,0.04672987952314825,0.09174527749781444,0.060252105489375526
2,6,0.06140082208112381,0.05228478547117501,0.10046905960388734,0.06665070534630445
3,9,0.06626553825633925,0.05618498757406057,0.10833103844103188,0.07162515925890794
4,12,0.07021349012402393,0.059240636303778745,0.11408753040040873,0.0753323908149681
5,15,0.07317192247440314,0.061603028024733816,0.11947949180987963,0.07857020974943774
6,18,0.07512955935973228,0.06374840774607132,0.12230494748051655,0.08103757897975586
7,21,0.07745383201216001,0.0657314436101292,0.12563068308964034,0.08340368472574138
8,24,0.07880380674469985,0.0666295127464586,0.12781945525484828,0.0846529634810523
9,27,0.07994334126514885,0.06762183546390156,0.12930407708042801,0.08580540632550784
10,30,0.08162971240693438,0.0689547292359205,0.13207778872147696,0.08751897410441865
11,33,0.08233848343381298,0.0699911973993065,0.13297702757566363,0.08865186854665753
12,36,0.08307699984928116,0.07038321206368525,0.13471496633157418,0.08932276217034221
13,39,0.08331434298064343,0.07078649698105571,0.13448163288832843,0.08966984500155062
14,42,0.08347870894871191,0.07076434504928965,0.13520902189189118,0.08970978191169163
15,45,0.08455506590166886,0.07190122575401849,0.13557663075136545,0.09068963686604113
16,48,0.08465364051946567,0.0722167030824744,0.13634336419123616,0.09119750880097344
17,51,0.08403451141533497,0.07183523814460875,0.1369238884492322,0.09123112602952793
18,54,0.08457059767756063,0.07199710899080615,0.13738916722401137,0.09148504518494532
19,57,0.0849934485950334,0.07236869395470345,0.1369452138765691,0.09144312365633134
20,60,0.0848959398981786,0.07280072493248424,0.13704067730277475,0.09193923550030683
21,63,0.08529946288944483,0.07268624586593363,0.13858169258119882,0.09216584375908411
22,66,0.08506726896646659,0.07246864803829192,0.13764723993389666,0.09179139871281808
23,69,0.08567375023258131,0.07288769473664644,0.13860531411217536,0.09237048078389494
24,72,0.08578335552691839,0.07297784972348255,0.1388299754806072,0.0924961870983939
25,75,0.08606614015456802,0.07316230147551046,0.13905333253571947,0.09261078423910239
26,78,0.08616503307809385,0.07332482054394202,0.13844731724104983,0.09266197876824366
27,81,0.08556336163627729,0.0728396907052387,0.13823666872733167,0.09224763154183171
28,84,0.0861912621084445,0.07309382659698425,0.138735412517519,0.09245477946899187
29,87,0.0855126696023301,0.07294795544879619,0.1388995440223788,0.09253678042415857
30,90,0.08602985154436268,0.07331776837419453,0.13827612100301903,0.09256502094055022
31,93,0.08654037407284856,0.07352924683384159,0.13891697938459296,0.09277045571246444
32,96,0.0857021345434359,0.07284977871041902,0.13865103482186292,0.09227344404997802
33,99,0.08553173548941967,0.07287114972195298,0.13911186796723915,0.09253382152708091
34,102,0.08552972113738136,0.07308359751939074,0.13846021772133324,0.09253263623246703
35,105,0.08621229817514112,0.07310524692997893,0.13923995812180134,0.09248539969860077
36,108,0.08576071815509631,0.0732948019988782,0.1395200571178648,0.09289550106281845
37,111,0.08578735234520934,0.07303004856280972,0.13917355292313352,0.09244882997655514
38,114,0.08543347366273614,0.07292811253640288,0.13884215375456596,0.09245066429516029
39,117,0.0863411840065106,0.07328106231427733,0.13893192125903236,0.09253221782192517
40,120,0.08604668429039454,0.07339554612486503,0.13880743482838193,0.09274251420085469
41,123,0.08578034466621784,0.0730194816538865,0.13827526488536718,0.09224952716074478
42,126,0.08529177784612199,0.07282248907828949,0.13867917108781536,0.09232815763490722
43,129,0.0858003647658831,0.07303919764206085,0.13873812003831126,0.09245687287562424
44,132,0.08536138876580186,0.07289623990548164,0.13895202865899836,0.09251236332594164
45,135,0.08581652964577349,0.07329562702292923,0.13856390617225905,0.09258770215530493
46,138,0.08584325776708243,0.07308934741631705,0.13842881289302683,0.09238038435804795
47,141,0.08588220886780096,0.07313160970901328,0.138748856331758,0.09249502745536331
48,144,0.08650753816714844,0.07351587702867377,0.13998130640242729,0.09308155254459492
49,147,0.08630982492675275,0.07353179804521245,0.13921750721537532,0.0927931337378758
50,150,0.08663299300841817,0.07357591408732513,0.139628813012732,0.09299493926864515
51,153,0.0859034277202446,0.07312696528002788,0.139378761884482,0.09269778350389976
52,156,0.08631437712768447,0.07362486593058822,0.13893995066346115,0.09290442882459192
53,159,0.08600195189101752,0.07332556931617204,0.13946809438778246,0.09288709130962063
54,162,0.08615927116712799,0.07340231053228731,0.1392897967029059,0.09284531301690015
